Academic Yr,Year Term,Semester,Ungrad Grad,Entry Status,College/School,Academic Division,Academic Department,Major Short Nm,Student Headcount,Prorated Student Count
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,41,39
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,49,49
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Public Health,School of Public Health,Health Policy GG,Health Policy,23,22.5
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Public Health,School of Public Health,Infectious Diseases & Immun GG,Infec Diseases & Immunity,13,13
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Public Health,School of Public Health,Public Health,On-Campus/Online Prfsnl MPH,182,182
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Public Health,School of Public Health,Public Health,Public Health,361,317
2019-20,2019 Fall,Fall,Graduate,Graduate,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,212,207
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,487,480.6666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,183,176.1666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,180,175
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,390,366.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,323,318.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,1343,1249.166667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,BioE/MSE Joint Major,6,5.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/MSE Joint Major,4,4
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/NE Joint Major,1,1
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,ME/NE Joint Major,2,2
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,6,6
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/NE Joint Major,2,2
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Energy Engineering,49,48.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,34,31
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,61,56.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Undeclared,99,99
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,34,34
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,188,170.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,130,127
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,521,501.8333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,56,54.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,279,278
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,70,67.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,46,44
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,100,97.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,12,11
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Chemistry, Chemistry,6,5.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Computer Science, Computer Science,1646,1410
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Data Science, Data Science,603,484.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Envir Econ & Policy, Environ Econ & Policy,10,9.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Legal Studies, Legal Studies,257,217.3333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Ops Rsch & Mgmt Sci, Ops Research & Mgmt Sci,24,16
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Public Health, Public Health,340,307.3333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,94,85.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Civilizations,11,8
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Languages,6,5.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Latin,3,1.333333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Art Practice,Art,33,24.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Comparative Literature,Comparative Literature,34,27.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,7,5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,"E Asian Rel, Thought, & Cul",1,1
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,9,7.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,English,English,183,155.3333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Film and Media,Film,82,65
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,French,French,28,16.16666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,German,German,14,8.333333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,History of Art,History of Art,26,21
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Italian Studies,Italian Studies,4,2.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Civilizations,2,0.833333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Lang & Lit,13,6.666666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Music,Music,39,24.16666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,64,51
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Rhetoric,Rhetoric,45,34.16666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Celtic Studies,1,1
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Scandinavian,3,2
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,8,4.833333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,10,6
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish and Portuguese,53,34.83333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,3,2.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Iberian Lang & Lit,1,0.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,3,2
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,16,9.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,6,4
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,41,29.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,277,257.8333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,91,86
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,253,229.1666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,78,69.66666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,160,147
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,204,177.8333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,43,39
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Astronomy,Astrophysics,72,56.83333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Atmospheric Science,9,9
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,16,16
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geology,15,13.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,11,10.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,17,16
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Planetary Science,5,4.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,468,348.4166667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Mathematics,183,136.6666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,179,132.6666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,212,133.6666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,11,8
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,77,64.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Economics,Economics,1023,817.6666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,8,6.333333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Chicano Studies,20,15.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,91,78.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,3,2.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,24,18
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Geography,Geography,54,44.33333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,History,History,144,120.1666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies,2,1.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,1,0.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,485,420.4166667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Development Studies,4,3
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Global Studies,94,84.83333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,6,3.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,2,1.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,14,11.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,218,200.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Linguistics,Linguistics,52,38.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,597,523.3333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,325,273
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,266,234.1666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,9951,9951
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,80,76
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,82,76
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,263,220.3333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Haas School of Business,Haas School of Business,Business,Business Administration,740,586.1666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,276,250.1666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,131,120
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Eco Mgmt & For-Forestry,9,8.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Eco Mgmt & For-Nat Res Mgmt,15,12
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,320,310.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,7,6
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,389,373.3333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,198,180.5
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,1,1
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,76,70
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,16,16
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Toxicology,29,23.16666667
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Science,141,141
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Other Clg of Natural Res Pgms,CNR Undeclared,181,181
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,46,42.83333333
2019-20,2019 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Microbial Biology,117,111.3333333
2019-20,2019 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,2,2
2019-20,2019 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,1,1
2019-20,2019 Fall,Fall,Undergraduate,Other,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,1,1
2019-20,2019 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,1,1
2019-20,2019 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,1,1
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/NE Joint Major,1,1
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,84,83.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,28,27.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,49,48.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,24,24
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,52,52
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,287,285.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Energy Engineering,5,5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,3,3
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,6,6
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,3,3
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,16,15.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,14,14
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,151,151
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,9,9
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,108,108
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,15,14.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,11,10.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,10,9
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Chemistry, Chemistry,7,6.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Computer Science, Computer Science,111,100.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Data Science, Data Science,64,57.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Legal Studies, Legal Studies,79,73.33333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Ops Rsch & Mgmt Sci, Ops Research & Mgmt Sci,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Public Health, Public Health,31,29
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,58,56.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Civilizations,3,3
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Languages,3,2.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Art Practice,Art,41,36.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Comparative Literature,Comparative Literature,45,37.83333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,6,5.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,"E Asian Rel, Thought, & Cul",3,2.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,14,13.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,English,English,199,189.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Film and Media,Film,42,38.83333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,French,French,5,4
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,German,German,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,History of Art,History of Art,38,34.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Lang & Lit,3,1.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Music,Music,11,10.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,169,160.5
